,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
855,855,20007751,Tienda Nena,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50 D # 94 -83,CR 50 D , 94 -83,CR,50 D , 94 ,83,CR 50D #94-83,6.286676399999998,-75.5604199
856,856,20007758,La Ventanita,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 57A # 83B-140,CR 57A , 83B-140,CR,57A , 83B,140,CR 57A #83B-140,6.277906,-75.56548599999998
857,857,20007776,La Gran Esquina,Not Specified,POPULAR,Medellin,Antioquia,CR 44A#96-76,CR 44A,96-76,CR,44A,96,76,CR 44A #96-76,6.2881323999999985,-75.55153359999998
858,858,20007778,Garage Green,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 97#45A-54,CL 97,45A-54,CL,97,45A,54,CL 97 #45A-54,6.2901681,-75.561408
859,859,20007779,Tienda Marina,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 97#45A-59,CL 97,45A-59,CL,97,45A,59,CL 97 #45A-59,6.2901681,-75.561408
860,860,20007864,Panadería Del M,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 89#54B-25,CL 89,54B-25,CL,89,54B,25,CL 89 #54B-25,6.2814150999999985,-75.5657384
861,861,20007905,Yulahen,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 46#89-118,CR 46,89-118,CR,46,89,118,CR 46 #89-118,6.2818325999999995,-75.5535301
862,862,20007907,Margarita,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 92#46-49,CL 92,46-49,CL,92,46,49,CL 92 #46-49,6.283037500000002,-75.55420059999999
863,863,20007912,Tienda Win,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 47#92-113,CR 47,92-113,CR,47,92,113,CR 47 #92-113,6.284138599999999,-75.55503540000001
864,864,20007916,Luyan,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 49A#92-24,CR 49A,92-24,CR,49A,92,24,CR 49A #92-24,6.2835019,-75.5565428
865,865,20007918,Bambu,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49B#92-44,CR 49B,92-44,CR,49B,92,44,CR 49B #92-44,6.2836739,-75.55719030000002
866,866,20007921,Fruvercosta,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 93#49B-21,CL 93,49B-21,CL,93,49B,21,CL 93 #49B-21,6.2844487,-75.557414
867,867,20007922,Punto Arana,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50#92-78,CR 50,92-78,CR,50,92,78,CR 50 #92-78,6.2841806,-75.55770489999998
868,868,20007923,Tienda Pompilio,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 90#49B-35,CL 90,49B-35,CL,90,49B,35,CL 90 #49B-35,6.2819667,-75.5577574
869,869,20007925,Tienda Lj,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49A#90-52,CR 49A,90-52,CR,49A,90,52,CR 49A #90-52,6.282607700000001,-75.5567092
870,870,20007928,Distribuidora Silver,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 92#50-41,CL 92,50-41,CL,92,50,41,CL 92 #50-41,6.2832599999999985,-75.55832819999998
871,871,20007930,Helados Gloria,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 53#93-52,CR 53,93-52,CR,53,93,52,CR 53 #93-52,6.2858335,-75.56291449999998
872,872,20007931,Granero 2F,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 53#94A-01,CR 53,94A-01,CR,53,94A,01,CR 53 #94A-01,6.286772,-75.56328119999998
873,873,20007938,Granero La Palma,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 91#50B-68,CL 91,50B-68,CL,91,50B,68,CL 91 #50B-68,6.283145800000002,-75.55982589999998
874,874,20007939,Granero Bedoya,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 50C#92-03,CR 50C,92-03,CR,50C,92,03,CR 50C #92-03,6.2834683999999985,-75.5598504
875,875,20007942,Tienda Nicolle,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 45A#89-131,CR 45A,89-131,CR,45A,89,131,CR 45A #89-131,6.269321400000001,-75.5552221
876,876,20007943,Berlin,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 45A#90-05,CR 45A,90-05,CR,45A,90,05,CR 45A #90-05,6.2820060999999985,-75.5531228
877,877,20007944,Tienda Lalo,Aranjuez,MANRIQUE,Medellin,Antioquia,CR 45#88-54,CR 45,88-54,CR,45,88,54,CR 45 #88-54,6.280866000000001,-75.55255
878,878,20007945,La Cristalina,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 46#86-33,CR 46,86-33,CR,46,86,33,CR 46 #86-33,6.2792069,-75.55417709999998
879,879,20007949,La Maria,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 89#47-05,CL 89,47-05,CL,89,47,05,CL 89 #47-05,6.2807673,-75.55505769999998
880,880,20007950,La Amistad,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 47#89-47,CR 47,89-47,CR,47,89,47,CR 47 #89-47,6.2812801,-75.555154
881,881,20007951,Legumbre G M,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 90#46A-50,CL 90,46A-50,CL,90,46A,50,CL 90 #46A-50,6.282251800000001,-75.5547304
882,882,20007952,Rapitienda Banckoc,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 48#89A-72,CR 48,89A-72,CR,48,89A,72,CR 48 #89A-72,6.2818903,-75.55543519999998
883,883,20007953,Salsamentria Frutos,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 89#48-04,CL 89,48-04,CL,89,48,04,CL 89 #48-04,6.2809235,-75.5557221
884,884,20007955,Granero El Parque,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49#89-97,CR 49,89-97,CR,49,89,97,CR 49 #89-97,6.2817112999999996,-75.5561946
885,885,20007956,Tienda Beatriz,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49#90-88,CR 49,90-88,CR,49,90,88,CR 49 #90-88,6.2827639999999985,-75.5560184
886,886,20007958,Mercados Pedrolo,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 51#91-13,CR 51,91-13,CR,51,91,13,CR 51 #91-13,6.2827549000000005,-75.56131119999998
887,887,20007959,Tienda Mildre,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 46#87-16,CR 46,87-16,CR,46,87,16,CR 46 #87-16,6.2799149000000005,-75.5537356
888,888,20007960,Tiendo Don Mateo,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 90#46A-45,CL 90,46A-45,CL,90,46A,45,CL 90 #46A-45,6.281978899999999,-75.55474170000001
889,889,20007965,Mados,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 51#89-04,CR 51,89-04,CR,51,89,04,CR 51 #89-04,6.281292499999998,-75.5611603
890,890,20007968,Quinta Del Jardin3216606429,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 88B#51B-03,CL 88B,51B-03,CL,88B,51B,03,CL 88B #51B-03,6.281119400000001,-75.56251879999998
891,891,20007972,La Reja Verde,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 55#90-82,CR 55,90-82,CR,55,90,82,CR 55 #90-82,6.2836062,-75.565185
892,892,20007973,Granero Y Carnicería La Buena Esqui,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 55#94CC-31,CR 55,94CC-31,CR,55,94CC,31,CR 55 #94CC-31,6.2872305,-75.56445819999998
893,893,20007974,Santa Marta,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 94CC#55-36,CL 94CC,55-36,CL,94CC,55,36,CL 94CC #55-36,6.287367799999998,-75.56464809999999
894,894,20007975,Legumbre La Amistad,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 51B#86-42,CR 51B,86-42,CR,51B,86,42,CR 51B #86-42,6.2792279,-75.5619871
895,895,20007991,Los Tios,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 92B#53A-06,CL 92B,53A-06,CL,92B,53A,06,CL 92B #53A-06,6.2848671,-75.5637642
896,896,20007993,Puerto Escondido,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 92A#53-22,CL 92A,53-22,CL,92A,53,22,CL 92A #53-22,6.2844027,-75.5637551
898,898,20008007,Justo Para Ti,Aranjuez,ARANJUEZ,Medellin,Antioquia,"CL 94A#55-,28",CL 94A,"55-,28",CL,94A,55,",28","CL 94A #55-,28",6.2865679000000005,-75.56462379999998
899,899,20008033,Tienda Rocio,Not Specified,MANRIQUE,Medellin,Antioquia,CL 91#31A-36,CL 91,31A-36,CL,91,31A,36,CL 91 #31A-36,6.282293399999999,-75.54724709999998
900,900,20008041,La Zarca,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 51A#92-125,CR 51A,92-125,CR,51A,92,125,CR 51A #92-125,6.2844742999999985,-75.5617295
901,901,20008044,La Reja Café,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 92#46A-30,CL 92,46A-30,CL,92,46A,30,CL 92 #46A-30,6.2833669,-75.55457
902,902,20008045,Tienda Y Legumbre La Ventanita,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 92#55-24,CL 92,55-24,CL,92,55,24,CL 92 #55-24,6.2844462,-75.5654926
903,903,20009641,Reja Gris,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 48#95-05,CR 48,95-05,CR,48,95,05,CR 48 #95-05,6.287095900000001,-75.5553645
904,904,20009645,La Tienda De Juan,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49#95-02,CR 49,95-02,CR,49,95,02,CR 49 #95-02,6.287090900000001,-75.5559686
905,905,20009649,Los Recuerdos De Ella,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 49A#95-104,CR 49A,95-104,CR,49A,95,104,CR 49A #95-104,6.2879227,-75.55632220000001
906,906,20009686,Mercadiario La Pila,Aranjuez,POPULAR,Medellin,Antioquia,CR 44A#94-134,CR 44A,94-134,CR,44A,94,134,CR 44A #94-134,6.2855675,-75.5517309
907,907,20009778,Donde El Profe,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 46A#94-19,CR 46A,94-19,CR,46A,94,19,CR 46A #94-19,6.2858310999999985,-75.5543292
908,908,20009785,Tienda El Tío,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 92#46A-19,CL 92,46A-19,CL,92,46A,19,CL 92 #46A-19,6.2830825,-75.5544998
909,909,20009792,La Palma,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 46A#90-35,CR 46A,90-35,CR,46A,90,35,CR 46A #90-35,6.2823948,-75.5544963
910,910,20009803,Tienda Gonzalo,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 47#94-17,CR 47,94-17,CR,47,94,17,CR 47 #94-17,6.2858431,-75.5547572
911,911,20009806,Bar Social Anda Luz,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 48#92-121,CR 48,92-121,CR,48,92,121,CR 48 #92-121,6.2842389,-75.5556543
912,912,20009834,Rey,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50C#94-83,CR 50C,94-83,CR,50C,94,83,CR 50C #94-83,6.2866339999999985,-75.5598213
913,913,20009841,Granos Y Legumbres Fc,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50C#93-105,CR 50C,93-105,CR,50C,93,105,CR 50C #93-105,6.2855732999999985,-75.55985279999999
914,914,20009886,Vilbao La 58,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 52#93-6,CR 52,93-6,CR,52,93,6,CR 52 #93-6,6.2849821,-75.5625012
915,915,20010012,El Almendro,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50B#95-64,CR 50B,95-64,CR,50B,95,64,CR 50B #95-64,6.2877112,-75.55880669999998
916,916,20010149,Salsamentaria Villa Rica,Aranjuez,POPULAR,Medellin,Antioquia,CR 46 # 95A - 19,CR 46 , 95A - 19,CR,46 , 95A , 19,CR 46 #95A- 19,6.2871795,-75.55355949999999
917,917,20009485,Venus,Belalcazar,CASTILLA,Medellin,Antioquia,CR 64B#103D-37,CR 64B,103D-37,CR,64B,103D,37,CR 64B #103D-37,6.2978742,-75.56632019999998
918,918,20009486,La Esquina,Belalcazar,CASTILLA,Medellin,Antioquia,CR 64A#103D-5,CR 64A,103D-5,CR,64A,103D,5,CR 64A #103D-5,6.2972923,-75.5655068
919,919,20009487,El Mono,Belalcazar,CASTILLA,Medellin,Antioquia,CL 103#63E-10,CL 103,63E-10,CL,103,63E,10,CL 103 #63E-10,6.295706999999998,-75.5643943
920,920,20009488,Esqinazo,Not Specified,CASTILLA,Medellin,Antioquia,CR 63D#63-5,CR 63D,63-5,CR,63D,63,5,CR 63D #63-5,6.3092346,-75.5590148
921,921,20009492,La Tienda De La Torre,Belalcazar,CASTILLA,Medellin,Antioquia,CR 64#103-35,CR 64,103-35,CR,64,103,35,CR 64 #103-35,6.2966684000000015,-75.5655113
923,923,20009495,Tienda Sergio,La Paralela,CASTILLA,Medellin,Antioquia,CR 63 # 109A-44,CR 63 , 109A-44,CR,63 , 109A,44,CR 63 #109A-44,6.300145000000001,-75.55853599999998
924,924,20011633,Ventiadero,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 76#96-31,CR 76,96-31,CR,76,96,31,CR 76 #96-31,6.2941519,-75.5798848
925,925,20011644,Las Nieves,Villatina,Comuna 8,Medellin,Not Specified,CL 56D#14-43,CL 56D,14-43,CL,56D,14,43,CL 56D #14-43,,
926,926,20011657,La Frontera,Villa Hermosa,VILLA HERMOSA,Medellin,Antioquia,CR 37#63A-64,CR 37,63A-64,CR,37,63A,64,CR 37 #63A-64,6.2539278,-75.55278840000001
927,927,20011661,Tienda Teilor,Villa Hermosa,VILLA HERMOSA,Medellin,Antioquia,CR 36A # 63-93,CR 36A , 63-93,CR,36A , 63,93,CR 36A #63-93,6.2542065000000004,-75.5521322
928,928,20011663,Tienda Leo,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 96 # 75-37,CL 96 , 75-37,CL,96 , 75,37,CL 96 #75-37,6.2933058,-75.57916440000001
929,929,20011671,Tienda Jj,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74B#96-35,CR 74B,96-35,CR,74B,96,35,CR 74B #96-35,6.2935155,-75.57837109999998
930,930,20011676,Tienda Laura,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 95#74-39,CL 95,74-39,CL,95,74,39,CL 95 #74-39,6.2916851,-75.57829149999998
931,931,20011679,Abarrotes Santamaría,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 96#74-45,CL 96,74-45,CL,96,74,45,CL 96 #74-45,6.2929347999999985,-75.5778725
932,932,20011683,Papelería Y Variedades,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74#96-17,CR 74,96-17,CR,74,96,17,CR 74 #96-17,6.2930525,-75.5774647
934,934,20011698,Tienda Linda,La Libertad,VILLA HERMOSA,Medellin,Antioquia,CR 20B # 56A - 70,CR 20B , 56A - 70,CR,20B , 56A , 70,CR 20B #56A- 70,6.2406853999999985,-75.54243319999998
935,935,20011700,Merca Todo La Libertad,La Libertad,VILLA HERMOSA,Medellin,Antioquia,CL 56B#20B-20,CL 56B,20B-20,CL,56B,20B,20,CL 56B #20B-20,6.2410682999999985,-75.5422179
936,936,20011703,Tienda Lucy,La Libertad,VILLA HERMOSA,Medellin,Antioquia,CL 56 BE#20B-166,CL 56 BE,20B-166,CL,56 BE,20B,166,CL 56BE #20B-166,6.242082900000001,-75.5414945
937,937,20011705,Mercados Familia,Girardot,CASTILLA,Medellin,Antioquia,CL 104#64D-85,CL 104,64D-85,CL,104,64D,85,CL 104 #64D-85,6.301476099999999,-75.5659795
938,938,20011713,Tienda De Álvaro,San Antonio,CASTILLA,Medellin,Antioquia,CR 60D#34SUR-06,CR 60D,34SUR-06,CR,60D,34SUR,06,CR 60D #34SUR-06,6.307666299999998,-75.5580978
939,939,20011714,Tienda La Cuesta,Golondrinas,VILLA HERMOSA,Medellin,Antioquia,CR 18B#62-52,CR 18B,62-52,CR,18B,62,52,CR 18B #62-52,6.2546791,-75.54004789999998
940,940,20011718,La Banca,San Antonio,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 43 SUR # 9 - 50,CL 43 SUR , 9 - 50,CL,43 SUR , 9 , 50,CL 43SUR #9- 50,6.1840004,-75.6566495
941,941,20011721,Feber,Caicedo,VILLA HERMOSA,Medellin,Antioquia,CL 52A#23-07,CL 52A,23-07,CL,52A,23,07,CL 52A #23-07,6.240703900000001,-75.54596679999999
942,942,20011724,La Tienda De Pio,San Antonio,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 41 SUR#84-31,CL 41 SUR,84-31,CL,41 SUR,84,31,CL 41SUR #84-31,6.1852243,-75.6553216
943,943,20011734,Revuelteria Punto Verde,Golondrinas,LA CANDELARIA,Medellin,Antioquia,CL 65#16DDD-251,CL 65,16DDD-251,CL,65,16DDD,251,CL 65 #16DDD-251,6.2476376,-75.56581530000003
954,954,20007744,Tienda La Esquina,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 51B#94-02,CL 51B,94-02,CL,51B,94,02,CL 51B #94-02,6.286093900000001,-75.5621302
955,955,20009852,Tienda Carpa Azul,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 93#50D-25,CL 93,50D-25,CL,93,50D,25,CL 93 #50D-25,6.2846215,-75.5606147
956,956,20009857,Cigarrera Tiempos,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 94#51B-34,CL 94,51B-34,CL,94,51B,34,CL 94 #51B-34,6.2862731,-75.562389
959,959,20007385,Reja Verde,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 97A#51B-12,CL 97A,51B-12,CL,97A,51B,12,CL 97A #51B-12,6.2911410000000005,-75.5622575
960,960,20007718,Punto Ve,Not Specified,POPULAR,Medellin,Antioquia,CR 47#97-61,CR 47,97-61,CR,47,97,61,CR 47 #97-61,6.2891086,-75.5547721
961,961,20007726,La Carpita,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 97#46A-40,CL 97,46A-40,CL,97,46A,40,CL 97 #46A-40,6.2901672999999985,-75.5613896
962,962,20007777,La Nueva Esquina,Aranjuez,POPULAR,Medellin,Antioquia,CR 45A#97-49,CR 45A,97-49,CR,45A,97,49,CR 45A #97-49,6.2880476,-75.55281610000002
963,963,20008139,Granero Marlondi,Not Specified,SANTA CRUZ,Medellin,Antioquia,CL 98#49-81,CL 98,49-81,CL,98,49,81,CL 98 #49-81,6.2899816999999985,-75.5569507
964,964,20012761,Los Angeles,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 99 # 52-95 IN 1109,CL 99 , 52-95 IN 1109,CL,99 , 52,95 IN 1109,CL 99 #52-95 IN 1109,6.2882991,-75.56280859999998
968,968,20009621,El Paisano,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50B # 96 - 32,CR 50B , 96 - 32,CR,50B , 96 , 32,CR 50B #96- 32,6.2885882,-75.5595891
970,970,20011751,La  Tienda De Elete,Belalcazar,CASTILLA,Medellin,Antioquia,CR 64AA#103D-77,CR 64AA,103D-77,CR,64AA,103D,77,CR 64AA #103D-77,6.2978736999999985,-75.5658064
971,971,20011752,Tienda Yupi,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77D#108A-28,CR 77D,108A-28,CR,77D,108A,28,CR 77D #108A-28,6.307717999999999,-75.5740896
972,972,20011753,Granero Centro Americá,Belalcazar,CASTILLA,Medellin,Antioquia,CL 103#64-103,CL 103,64-103,CL,103,64,103,CL 103 #64-103,6.2966668,-75.56632590000001
973,973,20011764,Tienda Variedades,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 107A#81-113,CL 107A,81-113,CL,107A,81,113,CL 107A #81-113,6.3088248,-75.57819359999998
974,974,20011766,Tienda A Y J,Doce De Octubre N 1,DOCE DE OCTUBRE,Medellin,Antioquia,CL 107A#81-76,CL 107A,81-76,CL,107A,81,76,CL 107A #81-76,6.308724400000001,-75.57783719999998
975,975,20011769,Mercados Y Cigarrera Matias,Alfonso Lopez,CASTILLA,Medellin,Antioquia,CR 72 # 90-07,CR 72 , 90-07,CR,72 , 90,07,CR 72 #90-07,6.285532099999998,-75.57837479999998
976,976,20011771,Betel,Caicedo,LA CANDELARIA,Medellin,Antioquia,CL 52#17-15,CL 52,17-15,CL,52,17,15,CL 52 #17-15,6.2518291,-75.56928190000001
977,977,20009818,El Jardín,Aranjuez,ARANJUEZ,Medellin,Antioquia,CR 50B#95-31,CR 50B,95-31,CR,50B,95,31,CR 50B #95-31,6.287579900000001,-75.5590771
978,978,20011773,Los Mejia,Buenos Aires,BUENOS AIRES,Medellin,Antioquia,CL 46#27-49,CL 46,27-49,CL,46,27,49,CL 46 #27-49,6.2373504,-75.5522005
979,979,20009501,Tienda S Y S,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104#70-172,CL 104,70-172,CL,104,70,172,CL 104 #70-172,6.301161799999999,-75.5713073
980,980,20011785,Distribuidora Eli,Kennedy,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74C#89A-51,CR 74C,89A-51,CR,74C,89A,51,CR 74C #89A-51,6.2860684000000004,-75.58059190000002
981,981,20011786,Tienda Encasa,Caicedo,LA CANDELARIA,Medellin,Antioquia,CR 28A#52-10,CR 28A,52-10,CR,28A,52,10,CR 28A #52-10,6.2476376,-75.56581530000003
983,983,20009506,Salsamentaria Pyp,Not Specified,CASTILLA,Medellin,Antioquia,CL 113#72-109,CL 113,72-109,CL,113,72,109,CL 113 #72-109,6.3089862,-75.5694577
984,984,20009508,Tienda Ramon,Pedregal,CASTILLA,Medellin,Antioquia,CL 104#68A-09,CL 104,68A-09,CL,104,68A,09,CL 104 #68A-09,6.3002224999999985,-75.5691715
986,986,20009510,Ventanita Paulina,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 103D#74-38,CL 103D,74-38,CL,103D,74,38,CL 103D #74-38,6.301282400000002,-75.5728417
989,989,20009518,Revuelteria Argiro,Pedregal,ROBLEDO,Medellin,Antioquia,CR 71A#105F-11,CR 71A,105F-11,CR,71A,105F,11,CR 71A #105F-11,6.2820580999999995,-75.57566820000001
990,990,20009519,Papelería Gabi,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104 A # 76-104,CL 104 A , 76-104,CL,104 A , 76,104,CL 104A #76-104,6.3026611,-75.57474739999998
991,991,20009520,El Viaje Trianque,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CL 94#78A-39,CL 94,78A-39,CL,94,78A,39,CL 94 #78A-39,6.2917556,-75.5827171
992,992,20009521,Mercados Salomé,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78A#92-153,CR 78A,92-153,CR,78A,92,153,CR 78A #92-153,6.2908393,-75.5826732
993,993,20009522,El Progreso,Castilla,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78A#92-105,CR 78A,92-105,CR,78A,92,105,CR 78A #92-105,6.2904712,-75.5827943
994,994,20009524,Mercados La 77,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77#92-242,CR 77,92-242,CR,77,92,242,CR 77 #92-242,6.291315,-75.5818439
998,998,20009529,Tienda Ana,Villatina,VILLA HERMOSA,Medellin,Antioquia,CR 16 # 54-12,CR 16 , 54-12,CR,16 , 54,12,CR 16 #54-12,6.2371162,-75.53976540000001
1000,1000,20009531,Tienda Bibi,Kennedy,EL POBLADO,Medellin,Antioquia,CR 33#107C-13,CR 33,107C-13,CR,33,107C,13,CR 33 #107C-13,6.1992837,-75.5761368
1001,1001,20011787,Tienda David,Villatina,VILLA HERMOSA,Medellin,Antioquia,CR 16#56B-10,CR 16,56B-10,CR,16,56B,10,CR 16 #56B-10,6.2395529000000005,-75.5387892
1002,1002,20009532,Tienda Luz,Kennedy,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77#92-99,CR 77,92-99,CR,77,92,99,CR 77 #92-99,6.2902892999999995,-75.5824094
1003,1003,20009533,Surtialimento,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 92#76-41,CR 92,76-41,CR,92,76,41,CR 92 #76-41,6.2892018,-75.5820115
1004,1004,20009534,Tienda De Pacho La Piquiña,San Antonio De Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 53SUR#63-62,CL 53SUR,63-62,CL,53SUR,63,62,CL 53SUR #63-62,6.1753098999999985,-75.64491340000001
1005,1005,20009535,El Parche Es Suyo,Kennedy,DOCE DE OCTUBRE,Medellin,Antioquia,CR 73B#93-30,CR 73B,93-30,CR,73B,93,30,CR 73B #93-30,6.289257599999999,-75.57809069999998
1006,1006,20009536,Granero La Sabila,San Antonio De Prado,SAN ANTONIO DE PRADO,Medellin,Antioquia,CL 40A SUR#70-57,CL 40A SUR,70-57,CL,40A SUR,70,57,CL 40ASUR #70-57,6.1853954999999985,-75.6527713
1007,1007,20009537,Rapitienda El Campesino,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104A#74-25,CL 104A,74-25,CL,104A,74,25,CL 104A #74-25,6.3020456,-75.57263619999998
1008,1008,20009538,Auto Servicio El Paisa,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 72#103D-16,CR 72,103D-16,CR,72,103D,16,CR 72 #103D-16,6.300585900000001,-75.5714165
1009,1009,20009539,El Viejo Baraton,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104#71-95,CL 104,71-95,CL,104,71,95,CL 104 #71-95,6.3007594000000005,-75.5712829
1010,1010,20009540,Tienda Y Pan,Héctor Abad Gómez,CASTILLA,Medellin,Antioquia,CR 63A#103G-72,CR 63A,103G-72,CR,63A,103G,72,CR 63A #103G-72,6.299069299999998,-75.559882
1011,1011,20009541,Minuto De Dios,Héctor Abad Gómez,CASTILLA,Medellin,Antioquia,CR 63A#103GG-121,CR 63A,103GG-121,CR,63A,103GG,121,CR 63A #103GG-121,6.2989359999999985,-75.560074
1012,1012,20009542,Minimercado Plaza Colon,Héctor Abad Gómez,CASTILLA,Medellin,Antioquia,CR 63B#109-12,CR 63B,109-12,CR,63B,109,12,CR 63B #109-12,6.3024292,-75.55897840000002
1013,1013,20009543,Dulcería Toscana,Not Specified,CASTILLA,Medellin,Antioquia,CR 63A#111CC-15,CR 63A,111CC-15,CR,63A,111CC,15,CR 63A #111CC-15,6.3038397,-75.5581902
1014,1014,20009544,Milagroso,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,UNDEFINED 80#108A-27,UNDEFINED 80,108A-27,UNDEFINED,80,108A,27,UNDEFINED 80 #108A-27,6.308210099999999,-75.5743906
1016,1016,20009546,M Y S Confit,Not Specified,CASTILLA,Medellin,Antioquia,CR 64#111D-15,CR 64,111D-15,CR,64,111D,15,CR 64 #111D-15,6.3044507,-75.5588834
1017,1017,20009547,Tienda Aleida,Not Specified,DOCE DE OCTUBRE,Medellin,Antioquia,CR 79#112-12,CR 79,112-12,CR,79,112,12,CR 79 #112-12,6.3096913,-75.5754816
1018,1018,20009548,Gratopan,Not Specified,CASTILLA,Medellin,Antioquia,CR 64#111E-05,CR 64,111E-05,CR,64,111E,05,CR 64 #111E-05,6.3048069999999985,-75.5587075
1019,1019,20009549,Panadería Hugo,López De Mesa,ROBLEDO,Medellin,Antioquia,CL 84#71C-24,CL 84,71C-24,CL,84,71C,24,CL 84 #71C-24,6.282176100000001,-75.57722969999998
1020,1020,20009550,La Palma,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78C#114-69,CR 78C,114-69,CR,78C,114,69,CR 78C #114-69,6.310161,-75.57521299999998
