,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
1021,1021,20009551,Panadería Rigo,Not Specified,CASTILLA,Medellin,Antioquia,CR 66#111A-02,CR 66,111A-02,CR,66,111A,02,CR 66 #111A-02,6.306342400000001,-75.56539980000001
1022,1022,20009552,Sandra Loaiza,Castilla,ROBLEDO,Medellin,Antioquia,CR 71A#85A-13,CR 71A,85A-13,CR,71A,85A,13,CR 71A #85A-13,6.2820478999999985,-75.5757646
1023,1023,20009553,Tienda La Palma,Toscana,CASTILLA,Medellin,Antioquia,CL 111F#64A-08,CL 111F,64A-08,CL,111F,64A,08,CL 111F #64A-08,6.3055083,-75.5593032
1024,1024,20009554,La Ventanita,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CL 112A#76C-59,CL 112A,76C-59,CL,112A,76C,59,CL 112A #76C-59,6.309455199999999,-75.5726335
1025,1025,20009555,El Altico De La 70,Córdoba,ROBLEDO,Medellin,Antioquia,CR 70#80-07,CR 70,80-07,CR,70,80,07,CR 70 #80-07,6.2789337,-75.5772137
1026,1026,20009557,Tienda Jorge,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77E#115-08,CR 77E,115-08,CR,77E,115,08,CR 77E #115-08,6.3097113999999985,-75.574449
1027,1027,20009559,La Reja Negra,Alfonso López,CASTILLA,Medellin,Antioquia,CL 90#67A-50,CL 90,67A-50,CL,90,67A,50,CL 90 #67A-50,6.2828947999999984,-75.57419770000001
1028,1028,20009560,Tienda La Fania,Robledo,ROBLEDO,Medellin,Antioquia,CR 71 # 80 - 100,CR 71 , 80 - 100,CR,71 , 80 , 100,CR 71 #80- 100,6.279723799999998,-75.57703149999998
1029,1029,20009562,Salomaz,Alfonso López,CASTILLA,Medellin,Antioquia,CL 91#67A-32,CL 91,67A-32,CL,91,67A,32,CL 91 #67A-32,6.2833665000000005,-75.57412120000001
1030,1030,20009563,Mercado Los Primitos,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74#105A-28,CR 74,105A-28,CR,74,105A,28,CR 74 #105A-28,6.3032783,-75.571046
1031,1031,20009564,La Tapita,Kennedy,DOCE DE OCTUBRE,Medellin,Antioquia,CR 78#90-3,CR 78,90-3,CR,78,90,3,CR 78 #90-3,6.2875660999999985,-75.58325500000002
1032,1032,20011789,Tienda Donde Neche,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CR 76#104D-20,CR 76,104D-20,CR,76,104D,20,CR 76 #104D-20,6.3045987,-75.57375350000001
1033,1033,20011803,Dónde Sandra,Lopez De Mesa,CASTILLA,Medellin,Antioquia,CR 71C#89B-12,CR 71C,89B-12,CR,71C,89B,12,CR 71C #89B-12,6.2849119999999985,-75.5784589
1034,1034,20011805,La Reja Gris,Lopez De Mesa,CASTILLA,Medellin,Antioquia,CR 71B#89B-24,CR 71B,89B-24,CR,71B,89B,24,CR 71B #89B-24,6.284483799999999,-75.5782886
1035,1035,20011807,Tienda La Fe,Santander,LA CANDELARIA,Medellin,Antioquia,CR 20F # 63-03,CR 20F , 63-03,CR,20F , 63,03,CR 20F #63-03,6.2476376,-75.56581530000003
1036,1036,20011808,Tienda Rosa,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CL 116#77-62,CL 116,77-62,CL,116,77,62,CL 116 #77-62,6.310493900000001,-75.5745152
1329,1329,20011809,Tienda Doris,Pedregal,DOCE DE OCTUBRE,Medellin,Antioquia,CL 104D#75-72,CL 104D,75-72,CL,104D,75,72,CL 104D #75-72,6.3043860999999985,-75.5737671
1661,1661,20007997,La Esperanza,Aranjuez,ARANJUEZ,Medellin,Antioquia,CL 92#55-24,CL 92,55-24,CL,92,55,24,CL 92 #55-24,6.2844462,-75.5654926
2110,2110,20008508,Autoservicio La 19,Llanaditas,VILLA HERMOSA,Medellin,Antioquia,CR 19 # 56 FH - 25,CR 19 , 56 FH - 25,CR,19 , 56 FH , 25,CR 19 #56FH- 25,6.247305700000001,-75.5418428
2154,2154,20011308,La Verdolaga,Moravia,Comuna 4,Medellin,Not Specified,CR 58 # 85 B  6,CR 58 , 85 B  6,CR,58 , 85 B  6,,CR 58 #85B6,,
2157,2157,20007373,Granero La 43,Manrique Central Nº 1,MANRIQUE,Medellin,Antioquia,CR 43#81-02,CR 43,81-02,CR,43,81,02,CR 43 #81-02,6.2733,-75.5519108
2158,2158,20007404,La Esquina De Gloria,Campo Valdes Nº 1,MANRIQUE,Medellin,Antioquia,CL 81#42A-03,CL 81,42A-03,CL,81,42A,03,CL 81 #42A-03,6.2732275999999985,-75.5514469
2159,2159,20007450,El Progreso,San Isidro,ARANJUEZ,Medellin,Antioquia,CR 52#93-81,CR 52,93-81,CR,52,93,81,CR 52 #93-81,6.285518799999998,-75.562822
2160,2160,20007493,Mg Manrique,Not Specified,MANRIQUE,Medellin,Antioquia,CR 42A#81-86,CR 42A,81-86,CR,42A,81,86,CR 42A #81-86,6.273867099999999,-75.5511746
2161,2161,20007753,Garaje Castrillo,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#85B-13,CR 57,85B-13,CR,57,85B,13,CR 57 #85B-13,6.279902799999999,-75.5661277
2162,2162,20007755,Nury Express,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57A#83B-16,CR 57A,83B-16,CR,57A,83B,16,CR 57A #83B-16,6.2777268999999984,-75.56531640000001
2163,2163,20007764,Tienda Jf,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#85-14,CR 57,85-14,CR,57,85,14,CR 57 #85-14,6.2796718,-75.5658668
2164,2164,20007765,La Reja Negra,Moravia,ARANJUEZ,Medellin,Antioquia,CL 86A#57-70,CL 86A,57-70,CL,86A,57,70,CL 86A #57-70,6.2800837,-75.56691789999998
2165,2165,20007767,Reja Cafe,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#88-67,CR 57,88-67,CR,57,88,67,CR 57 #88-67,6.2819866,-75.5675823
2166,2166,20007768,Tienda El Acopio,Moravia,ARANJUEZ,Medellin,Antioquia,CR 58#85-10,CR 58,85-10,CR,58,85,10,CR 58 #85-10,6.2793552,-75.56650490000001
2167,2167,20007769,Tienda El Chaco,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#83B-240,CR 57,83B-240,CR,57,83B,240,CR 57 #83B-240,6.2777803,-75.5652851
2168,2168,20007770,Granero Pto Limon,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#83B-45,CR 57,83B-45,CR,57,83B,45,CR 57 #83B-45,6.2777803,-75.5652851
2169,2169,20007773,Torres De Marfil,Moravia,ARANJUEZ,Medellin,Antioquia,CL 83B # 58B - 43,CL 83B , 58B - 43,CL,83B , 58B , 43,CL 83B #58B- 43,6.2767946,-75.5659187
2170,2170,20007793,La Ventanita,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#86A-09,CR 57,86A-09,CR,57,86A,09,CR 57 #86A-09,6.2802763,-75.56651070000001
2171,2171,20007815,Ilucion De David,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 52C#88-82,CR 52C,88-82,CR,52C,88,82,CR 52C #88-82,6.2811097,-75.56448859999998
2172,2172,20007821,Granero La 81,Not Specified,LA CANDELARIA,Medellin,Antioquia,UNDEFINED 42#80-78,UNDEFINED 42,80-78,UNDEFINED,42,80,78,UNDEFINED 42 #80-78,6.2476376,-75.56581530000003
2173,2173,20007822,Tienda La 78,Las Granjas,MANRIQUE,Medellin,Antioquia,CL 78#40-66,CL 78,40-66,CL,78,40,66,CL 78 #40-66,6.270413,-75.5500608
2174,2174,20007824,Tienda Julio,Not Specified,MANRIQUE,Medellin,Antioquia,CR 41A#80-32,CR 41A,80-32,CR,41A,80,32,CR 41A #80-32,6.2723672,-75.55042449999998
2175,2175,20007871,Saya,Bermejal - Los Álamos,ARANJUEZ,Medellin,Antioquia,CL 88A#54B-37,CL 88A,54B-37,CL,88A,54B,37,CL 88A #54B-37,6.281142099999999,-75.56629090000001
2176,2176,20007876,Tiendas Y Legumbrería Bethel,Bermejal - Los Álamos,ARANJUEZ,Medellin,Antioquia,CR55C #89_13 EL OASIS,CR55C ,89_13 EL OASIS,CR55C,,89_13 EL OASIS,,CR55C #89_13ELOASIS,6.2812705,-75.564787
2177,2177,20007881,Tienda Nueva,Moravia,ARANJUEZ,Medellin,Antioquia,CR 55A#89-106,CR 55A,89-106,CR,55A,89,106,CR 55A #89-106,6.2747915,-75.5656973
2178,2178,20007882,Granero Oasis,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 55A#89-29,CR 55A,89-29,CR,55A,89,29,CR 55A #89-29,6.2821140999999985,-75.56666379999999
2179,2179,20007887,Reja Blanca,Moravia,ARANJUEZ,Medellin,Antioquia,CR 55#89-06,CR 55,89-06,CR,55,89,06,CR 55 #89-06,6.2818118,-75.56652740000001
2180,2180,20007892,La Loma,Bermejal - Los Álamos,ARANJUEZ,Medellin,Antioquia,CR 53A#88-10,CR 53A,88-10,CR,53A,88,10,CR 53A #88-10,6.2804474,-75.56509760000002
2181,2181,20007894,La Reja Café,Moravia,ARANJUEZ,Medellin,Antioquia,CR 53A#83B-45,CR 53A,83B-45,CR,53A,83B,45,CR 53A #83B-45,6.277045200000001,-75.5644763
2182,2182,20007967,Sanedue,Campo Valdes Nº 1,ARANJUEZ,Medellin,Antioquia,CR 46#71A -05 CAMPO,CR 46,71A -05 CAMPO,CR,46,71A ,05 CAMPO,CR 46 #71A-05 CAMPO,6.268218999999998,-75.55605659999998
2183,2183,20007977,Tienda Mixta Gpl,Manrique Oriental,MANRIQUE,Medellin,Antioquia,CR 36C#80-08,CR 36C,80-08,CR,36C,80,08,CR 36C #80-08,6.2715168,-75.54707490000001
2184,2184,20007978,Tienda De Flor,El Pomar,MANRIQUE,Medellin,Antioquia,CL 81#36 C-02,CL 81,36 C-02,CL,81,36 C,02,CL 81 #36C-02,6.272373699999998,-75.54706569999998
2185,2185,20007998,La Herradura Net,Palermo,ARANJUEZ,Medellin,Antioquia,CL 92#55-24,CL 92,55-24,CL,92,55,24,CL 92 #55-24,6.2844462,-75.5654926
2186,2186,20008019,La Vecina,Palermo,ARANJUEZ,Medellin,Antioquia,CL 92#55-24,CL 92,55-24,CL,92,55,24,CL 92 #55-24,6.2844462,-75.5654926
2187,2187,20008055,Tienda Los Galvis,Not Specified,MANRIQUE,Medellin,Antioquia,CR 41#80-76,CR 41,80-76,CR,41,80,76,CR 41 #80-76,6.2726536999999984,-75.5498746
2188,2188,20008070,Salsa Entraría Míster Mike,Not Specified,MANRIQUE,Medellin,Antioquia,CR 39#80-93,CR 39,80-93,CR,39,80,93,CR 39 #80-93,6.2723584,-75.5489742
2189,2189,20008078,El Tango,Not Specified,MANRIQUE,Medellin,Antioquia,CL 78#42-05,CL 78,42-05,CL,78,42,05,CL 78 #42-05,6.270503700000001,-75.5514015
2190,2190,20008081,El Provecho,Not Specified,MANRIQUE,Medellin,Antioquia,CR 42#79-01,CR 42,79-01,CR,42,79,01,CR 42 #79-01,6.2713993,-75.5511926
2191,2191,20008099,Superpreciolyd,San Pablo,POPULAR,Medellin,Antioquia,CR 36#96-03,CR 36,96-03,CR,36,96,03,CR 36 #96-03,6.286834099999999,-75.54593299999998
2192,2192,20008102,Donde Los Naranjos,San Pablo,POPULAR,Medellin,Antioquia,CR 36#96-81,CR 36,96-81,CR,36,96,81,CR 36 #96-81,6.2874431999999985,-75.5456925
2193,2193,20008208,Salsamentria Mg,San Pablo,POPULAR,Medellin,Antioquia,CL 96#36-62,CL 96,36-62,CL,96,36,62,CL 96 #36-62,6.287097,-75.54639990000001
2194,2194,20008218,La Tertulia,Not Specified,POPULAR,Medellin,Antioquia,CL 96#37-04,CL 96,37-04,CL,96,37,04,CL 96 #37-04,6.2869157,-75.5467395
2195,2195,20008219,El Último Descanso,San Pablo,POPULAR,Medellin,Antioquia,CL 96#37-55,CL 96,37-55,CL,96,37,55,CL 96 #37-55,6.2868051,-75.5471766
2196,2196,20008234,La Bendición De Niki,Villa Guadalupe,POPULAR,Medellin,Antioquia,CR 39#95AA-66,CR 39,95AA-66,CR,39,95AA,66,CR 39 #95AA-66,6.286817,-75.549987
2197,2197,20008264,La Ventanita  Blanca,Villa Guadalupe,POPULAR,Medellin,Antioquia,CR 39#95A-65,CR 39,95A-65,CR,39,95A,65,CR 39 #95A-65,6.2865822,-75.5497108
2198,2198,20008299,La Tienda De Alba,San Pablo,POPULAR,Medellin,Antioquia,CR 37#96-26,CR 37,96-26,CR,37,96,26,CR 37 #96-26,6.2870962,-75.5466189
2199,2199,20008300,El Ventiadero,Villa Guadalupe,POPULAR,Medellin,Antioquia,CR 38#96-71,CR 38,96-71,CR,38,96,71,CR 38 #96-71,6.2877288999999985,-75.55018989999998
2200,2200,20008301,Mi Pequeño Negocio,Villa Guadalupe,POPULAR,Medellin,Antioquia,CL 96#38-38,CL 96,38-38,CL,96,38,38,CL 96 #38-38,6.287227400000001,-75.54779049999998
2201,2201,20008307,Los Colegas,Las Esmeraldas,ARANJUEZ,Medellin,Antioquia,CR 39#94-71,CR 39,94-71,CR,39,94,71,CR 39 #94-71,6.278402099999999,-75.5545989
2202,2202,20008567,La Reja Gris,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 89#54B-13,CL 89,54B-13,CL,89,54B,13,CL 89 #54B-13,6.281378500000001,-75.5656391
2203,2203,20008625,Ventana Josefa,Las Granjas,MANRIQUE,Medellin,Antioquia,CR 41A#79A-06,CR 41A,79A-06,CR,41A,79A,06,CR 41A #79A-06,6.271807,-75.5506875
2204,2204,20008628,La Reja Negra,Las Granjas,MANRIQUE,Medellin,Antioquia,UNDEFINED 79#40-29,UNDEFINED 79,40-29,UNDEFINED,79,40,29,UNDEFINED 79 #40-29,6.2781983,-75.5473213
2205,2205,20008629,3113481292,Not Specified,MANRIQUE,Medellin,Antioquia,CR 41#79-75,CR 41,79-75,CR,41,79,75,CR 41 #79-75,6.271794499999999,-75.55015660000002
2206,2206,20008638,Tienda Castañeda,Not Specified,MANRIQUE,Medellin,Antioquia,CL 78#41-64,CL 78,41-64,CL,78,41,64,CL 78 #41-64,6.2705982,-75.5508248
2207,2207,20008641,Tienda V I P,Not Specified,MANRIQUE,Medellin,Antioquia,CR 41#80-13,CR 41,80-13,CR,41,80,13,CR 41 #80-13,6.2721699,-75.55011209999998
2208,2208,20008642,Tienda Milena,Las Granjas,MANRIQUE,Medellin,Antioquia,CL 81#41-44,CL 81,41-44,CL,81,41,44,CL 81 #41-44,6.2731015999999995,-75.55029240000002
2209,2209,20008643,Tienda El Morado,Las Granjas,MANRIQUE,Medellin,Antioquia,CR 42#80-25,CR 42,80-25,CR,42,80,25,CR 42 #80-25,6.272463200000001,-75.55114879999998
2210,2210,20008707,Ilusión De David,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 52#88-82,CR 52,88-82,CR,52,88,82,CR 52 #88-82,6.2809823,-75.5633211
2211,2211,20008736,Mercado Sunami,Las Granjas,MANRIQUE,Medellin,Antioquia,CL 79A#40-17,CL 79A,40-17,CL,79A,40,17,CL 79A #40-17,6.2714104000000015,-75.5489271
2212,2212,20009735,Tienda Lm,Versalles 1,MANRIQUE,Medellin,Antioquia,CR 28 # 70 - 40,CR 28 , 70 - 40,CR,28 , 70 , 40,CR 28 #70- 40,6.2645735999999985,-75.54215930000002
2213,2213,20009744,Tienda El Mono,Versalles Nº 2,MANRIQUE,Medellin,Antioquia,CL 71B#29-9,CL 71B,29-9,CL,71B,29,9,CL 71B #29-9,6.2668466999999985,-75.542462
2214,2214,20009754,Tienda La Verdolaga,Versalles Nº 2,MANRIQUE,Medellin,Antioquia,CR 25#69D-43,CR 25,69D-43,CR,25,69D,43,CR 25 #69D-43,6.264170699999998,-75.54066850000001
2215,2215,20009768,Tienda Reja Azul,Versalles Nº 2,MANRIQUE,Medellin,Antioquia,CL 69#24D-15,CL 69,24D-15,CL,69,24D,15,CL 69 #24D-15,6.267786099999999,-75.5444102
2216,2216,20009814,Tienda Uva,Not Specified,LA CANDELARIA,Medellin,Antioquia,CL 110A38#38-21,CL 110A38,38-21,CL,110A38,38,21,CL 110A38 #38-21,6.2476376,-75.56581530000003
2217,2217,20009815,Tio,Not Specified,POPULAR,Medellin,Antioquia,CL 110A#38-23,CL 110A,38-23,CL,110A,38,23,CL 110A #38-23,6.2980082999999984,-75.54616899999999
2218,2218,20009899,Lácteos Y Verduras,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 91#53-68,CL 91,53-68,CL,91,53,68,CL 91 #53-68,6.283672,-75.56455840000001
2219,2219,20009997,Los Giraldo,La Isla,POPULAR,Medellin,Antioquia,CL 121#38-10,CL 121,38-10,CL,121,38,10,CL 121 #38-10,6.3019609,-75.5431887
2220,2220,20009998,H H M,La Isla,POPULAR,Medellin,Antioquia,CR 30 # 111- 66,CR 30 , 111- 66,CR,30 , 111, 66,CR 30 #111- 66,6.300082799999998,-75.54234620000001
2221,2221,20009999,Elnhueco,Not Specified,POPULAR,Medellin,Antioquia,CR 30#111-46,CR 30,111-46,CR,30,111,46,CR 30 #111-46,6.3001554,-75.542361
2222,2222,20010000,La Tienda De Carlos,Not Specified,EL POBLADO,Medellin,Antioquia,CR 30A#111-96,CR 30A,111-96,CR,30A,111,96,CR 30A #111-96,6.2119444,-75.55988909999998
2223,2223,20010001,Tiendaovidio,Not Specified,POPULAR,Medellin,Antioquia,CR 37#110A-3,CR 37,110A-3,CR,37,110A,3,CR 37 #110A-3,6.2978137,-75.54558730000001
2224,2224,20010002,La Ventanita,Not Specified,POPULAR,Medellin,Antioquia,CL 110B#38-6,CL 110B,38-6,CL,110B,38,6,CL 110B #38-6,6.2990297,-75.5456588
2225,2225,20010003,El Buen Precio,Popular Nº 1,POPULAR,Medellin,Antioquia,CL 110 BB # 38- 04 INT 202,CL 110 BB , 38- 04 INT 202,CL,110 BB , 38, 04 INT 202,CL 110BB #38- 04 INT 202,6.2991718,-75.5454846
2226,2226,20010096,Granero La 30,Versalles Nº 1,MANRIQUE,Medellin,Antioquia,CR 30#68B-35,CR 30,68B-35,CR,30,68B,35,CR 30 #68B-35,6.263205,-75.5434215
2227,2227,20010120,El Tricolor,Versalles Nº 2,MANRIQUE,Medellin,Antioquia,CR 25#68AE-81,CR 25,68AE-81,CR,25,68AE,81,CR 25 #68AE-81,6.267786099999999,-75.5444102
2228,2228,20010191,Tienda Jireh,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 77#50B-77,CL 77,50B-77,CL,77,50B,77,CL 77 #50B-77,6.270949,-75.560672
2229,2229,20010261,Tienda Jara,San Pablo,POPULAR,Medellin,Antioquia,CR 36#96-51,CR 36,96-51,CR,36,96,51,CR 36 #96-51,6.2872002999999985,-75.54573559999999
2230,2230,20010285,La Ventanita,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57A#83B-140,CR 57A,83B-140,CR,57A,83B,140,CR 57A #83B-140,6.277906,-75.56548599999998
2231,2231,20010288,Liborino,Not Specified,ARANJUEZ,Medellin,Antioquia,CR 57A#83-232,CR 57A,83-232,CR,57A,83,232,CR 57A #83-232,6.277906,-75.56548599999998
2232,2232,20010296,Siempre Viernes,Moravia,ARANJUEZ,Medellin,Antioquia,CL 89C#55-374,CL 89C,55-374,CL,89C,55,374,CL 89C #55-374,6.2781025999999995,-75.56697
2233,2233,20010349,Tienda Cris,Not Specified,LA CANDELARIA,Medellin,Antioquia,CL 37#110-41,CL 37,110-41,CL,37,110,41,CL 37 #110-41,6.238498,-75.573229
2234,2234,20010408,Marce,Not Specified,POPULAR,Medellin,Antioquia,CL 110A#38-32,CL 110A,38-32,CL,110A,38,32,CL 110A #38-32,6.298113900000001,-75.54613909999998
2238,2238,20010712,El Copetin,Not Specified,ARANJUEZ,Medellin,Antioquia,CL 76#49-37,CL 76,49-37,CL,76,49,37,CL 76 #49-37,6.2698901,-75.55895459999998
2239,2239,20009565,La Bocana,Córdoba,ROBLEDO,Medellin,Antioquia,CR 71A#80A-79,CR 71A,80A-79,CR,71A,80A,79,CR 71A #80A-79,6.280832999999999,-75.57717199999998
2240,2240,20010716,Tienda La Escalita,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#87A-22,CR 57,87A-22,CR,57,87A,22,CR 57 #87A-22,6.2811477,-75.56687790000001
2241,2241,20010719,La Rejita Negra,Moravia,ARANJUEZ,Medellin,Antioquia,CL 86 A#57-70,CL 86 A,57-70,CL,86 A,57,70,CL 86A #57-70,6.2800837,-75.56691789999998
2242,2242,20010724,Tienda El Desvare,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57A#83 B-116,CR 57A,83 B-116,CR,57A,83 B,116,CR 57A #83B-116,6.277906,-75.56548599999998
2243,2243,20009566,Nora,Santander,DOCE DE OCTUBRE,Medellin,Antioquia,CR 77E#110A-73,CR 77E,110A-73,CR,77E,110A,73,CR 77E #110A-73,6.308822699999999,-75.57435229999999
2244,2244,20010733,El Santo Cachon,El Bosque,ARANJUEZ,Medellin,Antioquia,CL 80 # 54 B - 08,CL 80 , 54 B - 08,CL,80 , 54 B , 08,CL 80 #54B- 08,6.277873899999999,-75.56306839999998
2245,2245,20009567,Delicias De Girardot,Not Specified,CASTILLA,Medellin,Antioquia,CL 103FF#65-107,CL 103FF,65-107,CL,103FF,65,107,CL 103FF #65-107,6.300475400000002,-75.567444
2246,2246,20009568,Tienda Luzmar,Toscana,CASTILLA,Medellin,Antioquia,CL 111G#64A-72,CL 111G,64A-72,CL,111G,64A,72,CL 111G #64A-72,6.3062676999999985,-75.55975649999998
2247,2247,20011810,Salsamentaria Idelbrando,Kenedy,DOCE DE OCTUBRE,Medellin,Antioquia,CR 74 # 91 - 92,CR 74 , 91 - 92,CR,74 , 91 , 92,CR 74 #91- 92,6.287857199999999,-75.5790598
2248,2248,20011984,Granero Santo Cristo,Campo Valdes N 1,ARANJUEZ,Medellin,Antioquia,CR 48#77-30,CR 48,77-30,CR,48,77,30,CR 48 #77-30,6.2849081,-75.55545289999998
2249,2249,20012007,Tienda Merly,Popular 1,POPULAR,Medellin,Antioquia,CL 110 B # 37-01 IN 201,CL 110 B , 37-01 IN 201,CL,110 B , 37,01 IN 201,CL 110B #37-01 IN 201,6.298853500000001,-75.54560500000001
2252,2252,20009507,Tienda Pao,Moravia,ARANJUEZ,Medellin,Antioquia,CR 55#89A-45,CR 55,89A-45,CR,55,89A,45,CR 55 #89A-45,6.282788000000001,-75.56585770000001
2253,2253,20007752,Mercados Renteria,Moravia,Comuna 4,Medellin,Not Specified,CR 58 # 86A  20,CR 58 , 86A  20,CR,58 , 86A  20,,CR 58 #86A20,,
2270,2270,20007766,Tienda Roja La 57,Moravia,ARANJUEZ,Medellin,Antioquia,CR 57#88-18,CR 57,88-18,CR,57,88,18,CR 57 #88-18,6.2817023,-75.56726689999998
2273,2273,20007170,Granero La Amistad,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 50B#101-25,CR 50B,101-25,CR,50B,101,25,CR 50B #101-25,6.2935495999999995,-75.5582605
2274,2274,20007171,Tienda La Bohemia,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CL 103A#50B-29,CL 103A,50B-29,CL,103A,50B,29,CL 103A #50B-29,6.2944306,-75.55814670000002
2275,2275,20007172,Tienda Internet Yen Ye Net,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 50C#102-11,CR 50C,102-11,CR,50C,102,11,CR 50C #102-11,6.2940776,-75.55882509999998
2276,2276,20007202,Granero Js,La Rosa,SANTA CRUZ,Medellin,Antioquia,CR 50C#100-43,CR 50C,100-43,CR,50C,100,43,CR 50C #100-43,6.292717,-75.5592439
2277,2277,20007229,Tienda La Esquina,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 50#100-01,CR 50,100-01,CR,50,100,01,CR 50 #100-01,6.291993,-75.5574226
2278,2278,20007243,La Verdolaga,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 52#100-12,CR 52,100-12,CR,52,100,12,CR 52 #100-12,6.2930256999999985,-75.56167140000001
2279,2279,20007253,3 Esquinas,Not Specified,LA CANDELARIA,Medellin,Antioquia,CR 54#100-06,CR 54,100-06,CR,54,100,06,CR 54 #100-06,6.255672,-75.569891
2280,2280,20007258,Mi Ranchito,Santa Cruz,LA CANDELARIA,Medellin,Antioquia,CR 54#100-91,CR 54,100-91,CR,54,100,91,CR 54 #100-91,6.255672,-75.569891
2281,2281,20007276,Delicias 101,Not Specified,SANTA CRUZ,Medellin,Antioquia,CR 52#100C-45,CR 52,100C-45,CR,52,100C,45,CR 52 #100C-45,6.2950541,-75.5604872
2282,2282,20007298,Granero Mercamas,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 52#100C-40,CR 52,100C-40,CR,52,100C,40,CR 52 #100C-40,6.2946477,-75.56018359999999
2283,2283,20007500,Guaticama,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 48#101-33,CR 48,101-33,CR,48,101,33,CR 48 #101-33,6.292371,-75.554482
2284,2284,20007502,Tienda Leidy,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CL 101#48-26,CL 101,48-26,CL,101,48,26,CL 101 #48-26,6.2922630999999996,-75.5547062
2285,2285,20007503,La Placita De Santa Cruz,Santa Cruz,ARANJUEZ,Medellin,Antioquia,CR 49#101-02,CR 49,101-02,CR,49,101,02,CR 49 #101-02,6.2879261,-75.55603839999998
2286,2286,20007505,La Virgen,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 48A#100-41,CR 48A,100-41,CR,48A,100,41,CR 48A #100-41,6.2919958,-75.55539250000001
2287,2287,20007506,Granero Y Carnicería San Fransisco,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 49#103A-45,CR 49,103A-45,CR,49,103A,45,CR 49 #103A-45,6.290416599999999,-75.5563361
2288,2288,20007508,Ventana Hugo,Santa Cruz,ARANJUEZ,Medellin,Antioquia,CR 49#101-50,CR 49,101-50,CR,49,101,50,CR 49 #101-50,6.2879261,-75.55603839999998
2289,2289,20007509,Tienda El Mono,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 49C#102-06,CR 49C,102-06,CR,49C,102,06,CR 49C #102-06,6.2931626,-75.55601879999998
2290,2290,20007515,El   Buen Precio,Not Specified,SANTA CRUZ,Medellin,Antioquia,CL 101#49C-59,CL 101,49C-59,CL,101,49C,59,CL 101 #49C-59,6.2927099,-75.5568923
2291,2291,20007517,El Plansito,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 50A#100-04,CR 50A,100-04,CR,50A,100,04,CR 50A #100-04,6.2920972,-75.55814649999998
2292,2292,20007523,Santi,Not Specified,SANTA CRUZ,Medellin,Antioquia,CL 101#50C-52,CL 101,50C-52,CL,101,50C,52,CL 101 #50C-52,6.2938941,-75.55928469999998
2293,2293,20007525,El Parchesito,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 51A#100-81,CR 51A,100-81,CR,51A,100,81,CR 51A #100-81,6.2931911,-75.5604979
2294,2294,20007531,Minimercado Y Legumbrería El Hueco,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CL 103B#46A-39,CL 103B,46A-39,CL,103B,46A,39,CL 103B #46A-39,6.2938035999999995,-75.5528116
2295,2295,20007548,Servigranero,Santa Cruz,SANTA CRUZ,Medellin,Antioquia,CR 52#100-95,CR 52,100-95,CR,52,100,95,CR 52 #100-95,6.2944692,-75.56080860000002
2296,2296,20007552,Ventana Taller,La Rosa,SANTA CRUZ,Medellin,Antioquia,CR 52#100-147,CR 52,100-147,CR,52,100,147,CR 52 #100-147,6.293412200000001,-75.5615376
