,Unnamed: 0,Codigo,Nombre,Barrio,Comuna,Población,Departamento,Dirección,Street,Number,Street_Type,Street_Number,Number_partA,Number_partB,Dirección Geo,latitude,longitude
5630,5630,20010272,Maxbarato,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CL 42#41G-05,CL 42,41G-05,CL,42,41G,05,CL 42 #41G-05,3.4104991,-76.50969090000001
5631,5631,20010271,Granero Duque,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CL 46#41H-15,CL 46,41H-15,CL,46,41H,15,CL 46 #41H-15,3.4073816,-76.5074728
5632,5632,20010231,Granero La Cuarenra,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CR 39A#40-05,CR 39A,40-05,CR,39A,40,05,CR 39A #40-05,3.4167685,-76.5062094
5633,5633,20010428,Merca Plaza Pague Menos,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CR 39#41-81,CR 39,41-81,CR,39,41,81,CR 39 #41-81,3.4160011,-76.5045507
5634,5634,20010210,Tienda My,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CR 39D#40-85,CR 39D,40-85,CR,39D,40,85,CR 39D #40-85,3.4153782,-76.506766
5635,5635,20004608,Tienda Mixta La Buena,Antonio Narino,COMUNA 16,Cali,Valle del Cauca,CL 46 #  39 F - 63,CL 46 ,  39 F - 63,CL,46 ,  39 F , 63,CL 46 #39F- 63,3.4110221,-76.50384400000002
5636,5636,20001392,Tienda Nueva,Union De Vivienda Popular,COMUNA 16,Cali,Valle del Cauca,CL 38 # 42 - 03,CL 38 , 42 - 03,CL,38 , 42 , 03,CL 38 #42- 03,3.4127754999999995,-76.5131536
5637,5637,20001412,Tienda Mixta Escobar,Union De Vivienda Popular,COMUNA 16,Cali,Valle del Cauca,CR 42 # 38 - 90,CR 42 , 38 - 90,CR,42 , 38 , 90,CR 42 #38- 90,3.4122731,-76.51275070000001
5638,5638,20001415,Ferney Garcia,Union De Vivienda Popular,COMUNA 16,Cali,Valle del Cauca,CR 41 E # 41 - 05,CR 41 E , 41 - 05,CR,41 E , 41 , 05,CR 41E #41- 05,3.4117567,-76.5096105
5639,5639,20001403,Tienda Mixta,Union De Vivienda Popular,COMUNA 16,Cali,Valle del Cauca,CR 41 F # 43 - 68,CR 41 F , 43 - 68,CR,41 F , 43 , 68,CR 41F #43- 68,3.4097767999999995,-76.5084845
5640,5640,20002069,Tienda Mixta,Retiro,COMUNA 15,Cali,Valle del Cauca,CL 39 B # 51 A - 46,CL 39 B , 51 A - 46,CL,39 B , 51 A , 46,CL 39B #51A- 46,3.4077979,-76.50014449999998
5641,5641,20000789,Estanco La 32 Miscelania Rosita,La Primavera,COMUNA 11,Cali,Valle del Cauca,CR 32 B # 34 C - 21,CR 32 B , 34 C - 21,CR,32 B , 34 C , 21,CR 32B #34C- 21,3.4235683,-76.5086642
5642,5642,20000787,Tienda Eva,La Primavera,COMUNA 11,Cali,Valle del Cauca,CR 35 # 34 B - 33,CR 35 , 34 B - 33,CR,35 , 34 B , 33,CR 35 #34B- 33,3.420924,-76.50924049999998
5643,5643,20000790,Variedades Stiven F.,La Primavera,COMUNA 11,Cali,Valle del Cauca,CR 33 B # 34 - 27,CR 33 B , 34 - 27,CR,33 B , 34 , 27,CR 33B #34- 27,3.4223633,-76.5096358
5644,5644,20000005,Miscelanea Joy,Comfenalco,COMUNA 3,Cali,Valle del Cauca,CR 1 F N # 83 - 26,CR 1 F N , 83 - 26,CR,1 F N , 83 , 26,CR 1FN #83- 26,3.4516467000000004,-76.53198540000001
5645,5645,20000151,Tienda Mixta Escarcha,Brisas De Los Alamos,COMUNA 2,Cali,Valle del Cauca,AV 2 BN # 74 N - 23,AV 2 BN , 74 N - 23,AV,2 BN , 74 N , 23,AV 2BN #74N- 23,3.4945025000000003,-76.50392420000001
5646,5646,20000152,Tienda Mixta,Not Specified,COMUNA 2,Cali,Valle del Cauca,CL 75 N # 2 - 19,CL 75 N , 2 - 19,CL,75 N , 2 , 19,CL 75N #2- 19,3.4936491000000003,-76.5015086
5647,5647,20000154,Tienda Paola,Brisas De Los Alamos,COMUNA 2,Cali,Valle del Cauca,AV 2 BN # 73 CN - 18,AV 2 BN , 73 CN - 18,AV,2 BN , 73 CN , 18,AV 2BN #73CN- 18,3.4918148,-76.5022125
5648,5648,20000156,Ana Mile,Not Specified,COMUNA 5,Cali,Valle del Cauca,CL 69 # 4 AN - 32,CL 69 , 4 AN - 32,CL,69 , 4 AN , 32,CL 69 #4AN- 32,3.4697453,-76.4876372
5649,5649,20000161,Tienda Jardin De Galicia,Metropolitano Del Norte,COMUNA 5,Cali,Valle del Cauca,CR 1 A 4 # 66 - 20 UR JARDÍN D,CR 1 A 4 , 66 - 20 UR JARDÍN D,CR,1 A 4 , 66 , 20 UR JARDÍN D,CR 1A4 #66- 20 UR JARDÍN D,3.4830815000000004,-76.4931778
5650,5650,20000163,D. Linea De Aseo,Flora Industrial,COMUNA 4,Cali,Valle del Cauca,CL 57 # 7 N - 56,CL 57 , 7 N - 56,CL,57 , 7 N , 56,CL 57 #7N- 56,3.4819502,-76.50421759999998
5651,5651,20000169,Tienda Del Norte,Camilo Torres,COMUNA 4,Cali,Valle del Cauca,CARRERA 9 NORTE # 56A - 07N,CARRERA 9 NORTE , 56A - 07N,CARRERA,9 NORTE , 56A , 07N,CARRERA 9NORTE #56A- 07N,3.4824726999999998,-76.50491740000001
5652,5652,20000197,Tienda Mixta,Torres De Comfandi,COMUNA 5,Cali,Valle del Cauca,CE 1 B # 56 - 44 CONJ K,CE 1 B , 56 - 44 CONJ K,CE,1 B , 56 , 44 CONJ K,CE 1B #56- 44 CONJ K,3.4760763999999997,-76.49994050000001
5653,5653,20000211,Mercafruver Comfenalco,Comfenalco,COMUNA 3,Cali,Valle del Cauca,CR 1 E N # 73 - 05,CR 1 E N , 73 - 05,CR,1 E N , 73 , 05,CR 1EN #73- 05,3.4516467000000004,-76.53198540000001
5654,5654,20000227,Estanco El Encuentro,Not Specified,COMUNA 3,Cali,Valle del Cauca,CR 1 C 3 # 67 - 9 BL 8 A,CR 1 C 3 , 67 - 9 BL 8 A,CR,1 C 3 , 67 , 9 BL 8 A,CR 1C3 #67- 9 BL 8 A,3.4516467000000004,-76.53198540000001
5655,5655,20000247,Rapitienda Uno A,Parques De Barranquilla,COMUNA 5,Cali,Valle del Cauca,CL 62 # 1 B - 90  UNIDAD KUMAN,CL 62 , 1 B - 90  UNIDAD KUMAN,CL,62 , 1 B , 90  UNIDAD KUMAN,CL 62 #1B- 90  UNIDAD KUMAN,3.4768961000000003,-76.49446669999998
5656,5656,20000294,Tienda Y Miscelanea Isatella,Salomia,COMUNA 5,Cali,Valle del Cauca,CL 51 # 1D BIS - 30,CL 51 , 1D BIS - 30,CL,51 , 1D BIS , 30,CL 51 #1DBIS- 30,3.470536,-76.504102
5657,5657,20000296,Tienda  Mamaida,Salomia,COMUNA 4,Cali,Valle del Cauca,CR 3 # 46 A - 06,CR 3 , 46 A - 06,CR,3 , 46 A , 06,CR 3 #46A- 06,3.4645194999999998,-76.5039791
5658,5658,20000299,Tienda El Prado,Salomia,COMUNA 4,Cali,Valle del Cauca,CL 46 A # 4 D - 06,CL 46 A , 4 D - 06,CL,46 A , 4 D , 06,CL 46A #4D- 06,3.4627748,-76.5036871
5659,5659,20000301,Miscelanea Franco,Salomia,COMUNA 4,Cali,Valle del Cauca,CR 2 B # 46 - 02,CR 2 B , 46 - 02,CR,2 B , 46 , 02,CR 2B #46- 02,3.4657777000000003,-76.5056036
5660,5660,20000302,Miscelanea Diomar,Salomia,COMUNA 4,Cali,Valle del Cauca,CR 1 E # 46 A - 49,CR 1 E , 46 A - 49,CR,1 E , 46 A , 49,CR 1E #46A- 49,3.4686477,-76.5056841
5661,5661,20000303,Tienda Nueva,Salomia,COMUNA 4,Cali,Valle del Cauca,CR 3 # 46 - 06,CR 3 , 46 - 06,CR,3 , 46 , 06,CR 3 #46- 06,3.4641262000000004,-76.50483630000001
5662,5662,20000304,Tienda Mixta,Salomia,COMUNA 4,Cali,Valle del Cauca,CL 46 A # 1 D 1 -20,CL 46 A , 1 D 1 -20,CL,46 A , 1 D 1 ,20,CL 46A #1D1-20,3.4682294999999996,-76.5064277
5663,5663,20000306,Tienda La Ventanita,El Sena,COMUNA 5,Cali,Valle del Cauca,CL 46 C # 2 B 1 - 13,CL 46 C , 2 B 1 - 13,CL,46 C , 2 B 1 , 13,CL 46C #2B1- 13,3.4664308,-76.50442269999998
5664,5664,20000309,Tienda Gipique,Las Delicias,COMUNA 4,Cali,Valle del Cauca,CL 39 # 3 - 57,CL 39 , 3 - 57,CL,39 , 3 , 57,CL 39 #3- 57,3.4620436000000003,-76.5101033
5665,5665,20000310,Tienda Pedro Arango,Las Delicias,COMUNA 4,Cali,Valle del Cauca,CR 4 B # 40- 40,CR 4 B , 40- 40,CR,4 B , 40, 40,CR 4B #40- 40,3.461176,-76.50905959999999
5666,5666,20000312,Panadería Farespan,Las Delicias,COMUNA 4,Cali,Valle del Cauca,CR 4 B # 42 - 19,CR 4 B , 42 - 19,CR,4 B , 42 , 19,CR 4B #42- 19,3.4616116000000003,-76.50823890000001
5667,5667,20000315,Tienda Mixta Uriel,Jose Holguin Garces,COMUNA 11,Cali,Valle del Cauca,CLL 26 B # 46 B - 05,CLL 26 B , 46 B - 05,CLL,26 B , 46 B , 05,CLL 26B #46B- 05,3.4091805,-76.52008649999998
5668,5668,20000329,Tienda El Sevillano,Berlin,COMUNA 3,Cali,Valle del Cauca,CL 32 # 2 BN - 5,CL 32 , 2 BN - 5,CL,32 , 2 BN , 5,CL 32 #2BN- 5,3.4516467000000004,-76.53198540000001
5669,5669,20000330,Granero El Paisa,Berlin,COMUNA 3,Cali,Valle del Cauca,CR 2 N # 33 - 4,CR 2 N , 33 - 4,CR,2 N , 33 , 4,CR 2N #33- 4,3.4516467000000004,-76.53198540000001
5670,5670,20000331,Tienda Lmp,Evaristo Garcia,COMUNA 4,Cali,Valle del Cauca,CR 3 N # 50 N - 6,CR 3 N , 50 N - 6,CR,3 N , 50 N , 6,CR 3N #50N- 6,3.4641162000000003,-76.5180439
5671,5671,20000333,Tienda Eva,Olaya Herrera,COMUNA 4,Cali,Valle del Cauca,CL 51 A # 7 A N - 5,CL 51 A , 7 A N - 5,CL,51 A , 7 A N , 5,CL 51A #7AN- 5,3.4783252,-76.50777649999998
5672,5672,20000335,Tinda Mixta,Olaya Herrera,COMUNA 4,Cali,Valle del Cauca,CR 8 N # 50 N - 60,CR 8 N , 50 N - 60,CR,8 N , 50 N , 60,CR 8N #50N- 60,3.4783888999999997,-76.5093102
5673,5673,20000336,Tienda El Mono,Popular,COMUNA 4,Cali,Valle del Cauca,CR 6 N # 40 N 97,CR 6 N , 40 N 97,CR,6 N , 40 N 97,,CR 6N #40N97,3.4714354,-76.5139976
5674,5674,20000337,Tienda Gomez Y Gomez,Not Specified,COMUNA 16,Cali,Valle del Cauca,CL 40 # 6 N - 28,CL 40 , 6 N - 28,CL,40 , 6 N , 28,CL 40 #6N- 28,3.4054491000000002,-76.5181387
5675,5675,20000349,Tienda Mixta Valentina Gm,Not Specified,COMUNA 4,Cali,Valle del Cauca,CR 4 N # 44 A N - 25,CR 4 N , 44 A N - 25,CR,4 N , 44 A N , 25,CR 4N #44AN- 25,3.4793844,-76.5033912
5676,5676,20000350,Miscelanea Coral,Popular,COMUNA 4,Cali,Valle del Cauca,CR 4 N # 42 N - 07,CR 4 N , 42 N - 07,CR,4 N , 42 N , 07,CR 4N #42N- 07,3.4703002,-76.51249279999998
5677,5677,20000351,Granero El Palacio,Popular,COMUNA 3,Cali,Valle del Cauca,CR 7 # 43 A N - 5,CR 7 , 43 A N - 5,CR,7 , 43 A N , 5,CR 7 #43AN- 5,3.4516467000000004,-76.53198540000001
5678,5678,20000352,Tienda Oliva,Popular,COMUNA 4,Cali,Valle del Cauca,CR 7 N # 43 N - 3,CR 7 N , 43 N - 3,CR,7 N , 43 N , 3,CR 7N #43N- 3,3.4726735,-76.5134767
5679,5679,20000353,Tienda La Economía,Popular,COMUNA 4,Cali,Valle del Cauca,CL 46 B # 2 N - 42,CL 46 B , 2 N - 42,CL,46 B , 2 N , 42,CL 46B #2N- 42,3.4668397000000004,-76.50497240000001
5680,5680,20000354,Mercamax,Popular,COMUNA 4,Cali,Valle del Cauca,CL 46 C # 4 N - 84,CL 46 C , 4 N - 84,CL,46 C , 4 N , 84,CL 46C #4N- 84,3.4744309999999996,-76.5088253
5681,5681,20000356,Ventas Rosalba,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 8 N # 41 N - 46,CR 8 N , 41 N - 46,CR,8 N , 41 N , 46,CR 8N #41N- 46,3.4721101,-76.5146651
5682,5682,20000358,Tienda Estela,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 7 N # 38 B N - 49,CR 7 N , 38 B N - 49,CR,7 N , 38 B N , 49,CR 7N #38BN- 49,3.4733644,-76.5126863
5683,5683,20000359,Tienda Davita,Not Specified,COMUNA 3,Cali,Valle del Cauca,CR 9 N # 46 A N - 03,CR 9 N , 46 A N - 03,CR,9 N , 46 A N , 03,CR 9N #46AN- 03,3.4477557,-76.53299319999998
5684,5684,20000360,Tienda Aquí Es,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 8 N # 42 A N - 13,CR 8 N , 42 A N - 13,CR,8 N , 42 A N , 13,CR 8N #42AN- 13,3.4735357000000002,-76.51371340000001
5685,5685,20000363,Tienda Sofi Y Rosa,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 8 N # 41 N - 11,CR 8 N , 41 N - 11,CR,8 N , 41 N , 11,CR 8N #41N- 11,3.4721101,-76.5146651
5686,5686,20000365,Tienda Chavela,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 8 # 43 N - 37,CR 8 , 43 N - 37,CR,8 , 43 N , 37,CR 8 #43N- 37,3.4732967000000006,-76.5138298
5687,5687,20000367,Granero El Niche,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 7 N # 38 B N - 22,CR 7 N , 38 B N - 22,CR,7 N , 38 B N , 22,CR 7N #38BN- 22,3.4733644,-76.5126863
5688,5688,20000368,Tienda La Gorda Y La Flaca,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 6 # 39 N - 35,CR 6 , 39 N - 35,CR,6 , 39 N , 35,CR 6 #39N- 35,3.4707671,-76.51508609999998
5689,5689,20000369,Tienda Mixta,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 6 N # 40 N - 11,CR 6 N , 40 N - 11,CR,6 N , 40 N , 11,CR 6N #40N- 11,3.4714354,-76.5139976
5690,5690,20000372,El Regalazo De La 8,La Isla,COMUNA 4,Cali,Valle del Cauca,CR 8 N # 45 N - 4,CR 8 N , 45 N - 4,CR,8 N , 45 N , 4,CR 8N #45N- 4,3.4754791,-76.5119845
5691,5691,20000374,Tienda Cladis,Not Specified,COMUNA 6,Cali,Valle del Cauca,CR 8 N # 45 A N - 4,CR 8 N , 45 A N - 4,CR,8 N , 45 A N , 4,CR 8N #45AN- 4,3.4942709,-76.49734680000002
5692,5692,20000379,Panadería Bolivariana,Bolivariano,COMUNA 4,Cali,Valle del Cauca,CR 2 N # 34 - 66,CR 2 N , 34 - 66,CR,2 N , 34 , 66,CR 2N #34- 66,3.4669418,-76.5147356
5693,5693,20000380,Variedades Karen,Bolivariano,COMUNA 4,Cali,Valle del Cauca,CR 2 AN # 34 - 54,CR 2 AN , 34 - 54,CR,2 AN , 34 , 54,CR 2AN #34- 54,3.4621241,-76.51449840000001
5694,5694,20000382,Tienda Mixta Clemen,Jorge Isaac,COMUNA 4,Cali,Valle del Cauca,CL 29 # 2 C - 32,CL 29 , 2 C - 32,CL,29 , 2 C , 32,CL 29 #2C- 32,3.4597275,-76.5178689
5695,5695,20000390,Gran Tienda Dj,Alcazares,COMUNA 6,Cali,Valle del Cauca,CL 70 A # 1 A 2 - 34 BL 293 AP,CL 70 A , 1 A 2 - 34 BL 293 AP,CL,70 A , 1 A 2 , 34 BL 293 AP,CL 70A #1A2- 34 BL 293 AP,3.4881037000000004,-76.49295699999998
5696,5696,20000391,Abarrotes Ramirez,Alcazares,COMUNA 4,Cali,Valle del Cauca,CL 70 B BIS # 1 A 3 - 44 BL 13,CL 70 B BIS , 1 A 3 - 44 BL 13,CL,70 B BIS , 1 A 3 , 44 BL 13,CL 70BBIS #1A3- 44 BL 13,3.4656695,-76.50855770000001
5697,5697,20000393,Tienda Mixta Hilda,Alcazares,COMUNA 18,Cali,Valle del Cauca,CL 70 D # 1 A - 451 BL 93 AP 1,CL 70 D , 1 A - 451 BL 93 AP 1,CL,70 D , 1 A , 451 BL 93 AP 1,CL 70D #1A- 451 BL 93 AP 1,3.3776194999999998,-76.5528346
5698,5698,20000394,Tienda De Jd,Not Specified,COMUNA 3,Cali,Valle del Cauca,CR 1 A 5 # 70 C 13 BL 61 AP 10,CR 1 A 5 , 70 C 13 BL 61 AP 10,CR,1 A 5 , 70 C 13 BL 61 AP 10,,CR 1A5 #70C13BL61AP10,3.4516467000000004,-76.53198540000001
5699,5699,20000395,Tienda Mixta Monterrey,Not Specified,COMUNA 11,Cali,Valle del Cauca,CALLE 70A # 1A2 -39 BL 18 AP 1,CALLE 70A , 1A2 -39 BL 18 AP 1,CALLE,70A , 1A2 ,39 BL 18 AP 1,CALLE 70A #1A2-39 BL 18 AP 1,3.419943,-76.5111593
5700,5700,20000398,La Gran Tienda,Alcazares,COMUNA 6,Cali,Valle del Cauca,CR 1 A 3 # 70 B 28 BL 142 AP 1,CR 1 A 3 , 70 B 28 BL 142 AP 1,CR,1 A 3 , 70 B 28 BL 142 AP 1,,CR 1A3 #70B28BL142AP1,3.4879836,-76.4917322
5701,5701,20000400,La Costeña,San Luis,COMUNA 6,Cali,Valle del Cauca,CL 71 B # 1 A 4 B - 48,CL 71 B , 1 A 4 B - 48,CL,71 B , 1 A 4 B , 48,CL 71B #1A4B- 48,3.4771966,-76.48595959999999
5702,5702,20000402,Tienda Mixta Ruth,San Luis,Comuna 6,Cali,Not Specified,CL 71 # 1 A 3 A - 15 BL 254 AP,CL 71 , 1 A 3 A - 15 BL 254 AP,CL,71 , 1 A 3 A , 15 BL 254 AP,CL 71 #1A3A- 15 BL 254 AP,,
5703,5703,20000430,Rapitienda Epi,Calimio,COMUNA 6,Cali,Valle del Cauca,CR 1 A 5 D # 73 A 64,CR 1 A 5 D , 73 A 64,CR,1 A 5 D , 73 A 64,,CR 1A5D #73A64,3.4878781,-76.48450369999998
5704,5704,20000431,Tienda El Caleño,Calimio,COMUNA 6,Cali,Valle del Cauca,CL 84 # 1 A 1 - 258 TO D AP 10,CL 84 , 1 A 1 - 258 TO D AP 10,CL,84 , 1 A 1 , 258 TO D AP 10,CL 84 #1A1- 258 TO D AP 10,3.4878781,-76.48450369999998
5705,5705,20000448,Tienda Mixta,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 C # 77- 73,CR 2 C , 77- 73,CR,2 C , 77, 73,CR 2C #77- 73,3.4739451,-76.4793844
5706,5706,20000452,Tienda Mixta,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 D # 77 - 03,CR 2 D , 77 - 03,CR,2 D , 77 , 03,CR 2D #77- 03,3.4730769999999995,-76.4797064
5707,5707,20000457,Tienda Mixta,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CL 2 BIS # 78 - 44,CL 2 BIS , 78 - 44,CL,2 BIS , 78 , 44,CL 2BIS #78- 44,3.4748824000000003,-76.47915350000001
5708,5708,20000459,Tienda Mixta Yoli,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 # 79 - 07,CR 2 , 79 - 07,CR,2 , 79 , 07,CR 2 #79- 07,3.475404,-76.4786627
5709,5709,20000460,Tienda Fany,Not Specified,COMUNA 3,Cali,Valle del Cauca,CR 2 C BIS # 79 - 53,CR 2 C BIS , 79 - 53,CR,2 C BIS , 79 , 53,CR 2CBIS #79- 53,3.4516467000000004,-76.53198540000001
5710,5710,20000461,Tienda La Torre,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 C # 77 -03,CR 2 C , 77 -03,CR,2 C , 77 ,03,CR 2C #77-03,3.473699,-76.47991009999998
5711,5711,20000466,Tienda Mixta,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 D # 75 - 67,CR 2 D , 75 - 67,CR,2 D , 75 , 67,CR 2D #75- 67,3.4730877999999996,-76.4799498
5712,5712,20000468,Tienda Mixta La Economica,Petecuy I Etapa,COMUNA 6,Cali,Valle del Cauca,CR 2 # 77 - 03,CR 2 , 77 - 03,CR,2 , 77 , 03,CR 2 #77- 03,3.4749752,-76.4803151
5713,5713,20000469,Tienda Miwi,Petecuy Iii,COMUNA 6,Cali,Valle del Cauca,CR 1 I # 73 A 25,CR 1 I , 73 A 25,CR,1 I , 73 A 25,,CR 1I #73A25,3.4755946000000004,-76.48199059999999
5714,5714,20000474,Variedades Lili,San Luis,COMUNA 6,Cali,Valle del Cauca,CR 1 B # 71 - 92,CR 1 B , 71 - 92,CR,1 B , 71 , 92,CR 1B #71- 92,3.4799731,-76.4865782
5715,5715,20000477,El Jardin,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CR 1 A 8 # 73 -  20,CR 1 A 8 , 73 -  20,CR,1 A 8 , 73 ,  20,CR 1A8 #73-  20,3.4891723,-76.48884079999998
5716,5716,20000479,Miscelania Oriental,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CL73 # 1 A 4 - 11,CL73 , 1 A 4 - 11,CL73,, 1 A 4 , 11,CL73 #1A4- 11,3.4891723,-76.48884079999998
5717,5717,20000480,Tienda Palo De Mango,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CL 73 # 1 A 7 - 13,CL 73 , 1 A 7 - 13,CL,73 , 1 A 7 , 13,CL 73 #1A7- 13,3.4906945,-76.4886678
5718,5718,20000483,Tienda El Vencedor,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CR 1 C # 78 - 37,CR 1 C , 78 - 37,CR,1 C , 78 , 37,CR 1C #78- 37,3.4804043,-76.48102159999998
5719,5719,20000485,Tienda Mixta,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CL 74 # 1 C 2 - 08,CL 74 , 1 C 2 - 08,CL,74 , 1 C 2 , 08,CL 74 #1C2- 08,3.4797239,-76.48288790000001
5720,5720,20000486,Tienda Mixta,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CR 1 B 2 # 74 - 48,CR 1 B 2 , 74 - 48,CR,1 B 2 , 74 , 48,CR 1B2 #74- 48,3.483247,-76.4834194
5721,5721,20000489,Variedades Maria Isabella,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CL 76 # 1 A 12 - 33,CL 76 , 1 A 12 - 33,CL,76 , 1 A 12 , 33,CL 76 #1A12- 33,3.4761747000000005,-76.4808742
5722,5722,20000491,Tienda Mixta Linanchis,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CR 1 B 3 # 78 - 27,CR 1 B 3 , 78 - 27,CR,1 B 3 , 78 , 27,CR 1B3 #78- 27,3.4807196000000005,-76.48128320000001
5723,5723,20000492,Tienda Mixta Rubí,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CR 1 B 3 # 77 - 29,CR 1 B 3 , 77 - 29,CR,1 B 3 , 77 , 29,CR 1B3 #77- 29,3.4805108999999996,-76.48174909999999
5724,5724,20000493,Miscelanea Mil Variedades Sonia,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CR 1 C 4 # 78 - 12,CR 1 C 4 , 78 - 12,CR,1 C 4 , 78 , 12,CR 1C4 #78- 12,3.483247,-76.4834194
5725,5725,20000498,Verduras Calidad,Petecuy Ii Etapa,COMUNA 6,Cali,Valle del Cauca,CL 77 # 1 B3- 04,CL 77 , 1 B3- 04,CL,77 , 1 B3, 04,CL 77 #1B3- 04,3.4812331,-76.48225310000002
5726,5726,20000502,Variedades El Rey,Petecuy Iii,COMUNA 6,Cali,Valle del Cauca,CR 1 H BIS # 78 - 51,CR 1 H BIS , 78 - 51,CR,1 H BIS , 78 , 51,CR 1HBIS #78- 51,3.47676,-76.4816122
5727,5727,20000505,Tienda Mixta,Petecuy Iii,COMUNA 6,Cali,Valle del Cauca,CL 78 # 1 F - 22,CL 78 , 1 F - 22,CL,78 , 1 F , 22,CL 78 #1F- 22,3.4773034,-76.48011059999999
5728,5728,20000338,Tienda Velez,Fonaviemcali,COMUNA 6,Cali,Valle del Cauca,CL 70 A # 1 A 5 - 5 - 25,CL 70 A , 1 A 5 - 5 - 25,CL,70 A , 1 A 5 , 5 - 25,CL 70A #1A5- 5 - 25,3.4853366,-76.4906803
5729,5729,20000381,Tienda La Amistad,Gaitan,COMUNA 6,Cali,Valle del Cauca,CL 70 B # 2 E - 05,CL 70 B , 2 E - 05,CL,70 B , 2 E , 05,CL 70B #2E- 05,3.4711358,-76.48513899999998
5730,5730,20000388,Tienda Y Miscelanea Edika,Alcazares,COMUNA 6,Cali,Valle del Cauca,CL 70 A # 1 A 2 - 23 BL 17 AP,CL 70 A , 1 A 2 - 23 BL 17 AP,CL,70 A , 1 A 2 , 23 BL 17 AP,CL 70A #1A2- 23 BL 17 AP,3.4881037000000004,-76.49295699999998
5731,5731,20000399,Tienda Mixta,San Luis Ii,COMUNA 6,Cali,Valle del Cauca,CL 71 A # 1 A 1 - 89,CL 71 A , 1 A 1 - 89,CL,71 A , 1 A 1 , 89,CL 71A #1A1- 89,3.4899879,-76.4910098
5732,5732,20014499,Rapitienda Sam,Not Specified,COMUNA 8,Cali,Valle del Cauca,CR 11 # 53 - 01,CR 11 , 53 - 01,CR,11 , 53 , 01,CR 11 #53- 01,3.4498303,-76.49810219999998
5733,5733,20000934,Tienda Mixta,Yira Castro,COMUNA 13,Cali,Valle del Cauca,CR 28 D 2 # 72 F -25,CR 28 D 2 , 72 F -25,CR,28 D 2 , 72 F ,25,CR 28D2 #72F-25,3.4345379,-76.4887338
5734,5734,20000935,Variedades Jhoonsito,Yira Castro,COMUNA 13,Cali,Valle del Cauca,CR  28 D2 # 72 A - 24,CR  28 D2 , 72 A - 24,CR, 28 D2 , 72 A , 24,CR 28D2 #72A- 24,3.4271344,-76.4982247
5735,5735,20000936,Tienda Lucho,Yira Castro,COMUNA 13,Cali,Valle del Cauca,CR  28 D1 4 # 72 D - 53,CR  28 D1 4 , 72 D - 53,CR, 28 D1 4 , 72 D , 53,CR 28D14 #72D- 53,3.4309955999999997,-76.49444620000001
5736,5736,20014502,El Recuerdo,Not Specified,COMUNA 6,Cali,Valle del Cauca,CR 1 C 1 # 70 - 62,CR 1 C 1 , 70 - 62,CR,1 C 1 , 70 , 62,CR 1C1 #70- 62,3.4763349000000003,-76.4873271
5737,5737,20014504,Tienda Mixta Y Licores La Mona,Not Specified,COMUNA 9,Cali,Valle del Cauca,CL 9 # 15 - 27,CL 9 , 15 - 27,CL,9 , 15 , 27,CL 9 #15- 27,3.4417098,-76.5330386
5738,5738,20000946,Tienda Jamez,Republica De Israel,COMUNA 16,Cali,Valle del Cauca,CL 47 # 42 C - 04,CL 47 , 42 C - 04,CL,47 , 42 C , 04,CL 47 #42C- 04,3.4049696000000003,-76.50856800000001
5739,5739,20000947,Granero Y Miscelanea Donela,El Diamante,COMUNA 19,Cali,Valle del Cauca,CL 38  CR 30 ESQ,CL 38  CR 30 ESQ,,CL,38  CR 30 ESQ,,,CL 38CR30ESQ,3.42781,-76.546911
